,State,MSA,Month,Monthly_Goals_Adds,YTD_Goals_Adds
484,IA,Iowa,2021-05-31,0.0,0.0
485,IA,Iowa,2021-06-30,0.0,0.0
486,IA,Iowa,2021-07-31,0.0,0.0
487,IA,Iowa,2021-08-31,0.0,0.0
488,IA,Iowa,2021-09-30,0.0,0.0
489,IA,Iowa,2021-10-31,0.0,0.0
490,IA,Iowa,2021-11-30,0.0,0.0
491,IA,Iowa,2021-12-31,0.0,0.0
492,ID,Boise ID,2021-01-31,0.0,0.0
493,ID,Boise ID,2021-02-28,0.0,0.0
494,ID,Boise ID,2021-03-31,0.0,0.0
495,ID,Boise ID,2021-04-30,0.0,0.0
496,ID,Boise ID,2021-05-31,0.0,0.0
497,ID,Boise ID,2021-06-30,0.0,0.0
498,ID,Boise ID,2021-07-31,0.0,0.0
499,ID,Boise ID,2021-08-31,0.0,0.0
500,ID,Boise ID,2021-09-30,0.0,0.0
501,ID,Boise ID,2021-10-31,0.0,0.0
502,ID,Boise ID,2021-11-30,0.0,0.0
503,ID,Boise ID,2021-12-31,0.0,0.0
504,ID,Other ID,2021-01-31,0.0,0.0
505,ID,Other ID,2021-02-28,0.0,0.0
506,ID,Other ID,2021-03-31,0.0,0.0
507,ID,Other ID,2021-04-30,0.0,0.0
508,ID,Other ID,2021-05-31,0.0,0.0
509,ID,Other ID,2021-06-30,0.0,0.0
510,ID,Other ID,2021-07-31,0.0,0.0
511,ID,Other ID,2021-08-31,0.0,0.0
512,ID,Other ID,2021-09-30,0.0,0.0
513,ID,Other ID,2021-10-31,0.0,0.0
514,ID,Other ID,2021-11-30,0.0,0.0
515,ID,Other ID,2021-12-31,0.0,0.0
516,IL,Chicago IL,2021-01-31,0.0,0.0
517,IL,Chicago IL,2021-02-28,0.0,0.0
518,IL,Chicago IL,2021-03-31,21.0,21.0
519,IL,Chicago IL,2021-04-30,21.0,42.0
520,IL,Chicago IL,2021-05-31,21.0,63.0
521,IL,Chicago IL,2021-06-30,21.0,84.0
522,IL,Chicago IL,2021-07-31,0.0,84.0
523,IL,Chicago IL,2021-08-31,0.0,84.0
524,IL,Chicago IL,2021-09-30,0.0,84.0
525,IL,Chicago IL,2021-10-31,0.0,84.0
526,IL,Chicago IL,2021-11-30,0.0,84.0
527,IL,Chicago IL,2021-12-31,0.0,84.0
528,IL,Peoria IL,2021-01-31,0.0,0.0
529,IL,Peoria IL,2021-02-28,0.0,0.0
530,IL,Peoria IL,2021-03-31,5.25,5.25
531,IL,Peoria IL,2021-04-30,5.25,10.5
532,IL,Peoria IL,2021-05-31,5.25,15.75
533,IL,Peoria IL,2021-06-30,5.25,21.0
534,IL,Peoria IL,2021-07-31,0.0,21.0
535,IL,Peoria IL,2021-08-31,0.0,21.0
536,IL,Peoria IL,2021-09-30,0.0,21.0
537,IL,Peoria IL,2021-10-31,0.0,21.0
538,IL,Peoria IL,2021-11-30,0.0,21.0
539,IL,Peoria IL,2021-12-31,0.0,21.0
540,IL,Rockford IL,2021-01-31,0.0,0.0
541,IL,Rockford IL,2021-02-28,0.0,0.0
542,IL,Rockford IL,2021-03-31,2.0,2.0
543,IL,Rockford IL,2021-04-30,2.0,4.0
544,IL,Rockford IL,2021-05-31,2.0,6.0
545,IL,Rockford IL,2021-06-30,2.0,8.0
546,IL,Rockford IL,2021-07-31,0.0,8.0
547,IL,Rockford IL,2021-08-31,0.0,8.0
548,IL,Rockford IL,2021-09-30,0.0,8.0
549,IL,Rockford IL,2021-10-31,0.0,8.0
550,IL,Rockford IL,2021-11-30,0.0,8.0
551,IL,Rockford IL,2021-12-31,0.0,8.0
552,IL,Southern IL,2021-01-31,0.0,0.0
553,IL,Southern IL,2021-02-28,0.0,0.0
554,IL,Southern IL,2021-03-31,11.5,11.5
555,IL,Southern IL,2021-04-30,11.5,23.0
556,IL,Southern IL,2021-05-31,11.5,34.5
557,IL,Southern IL,2021-06-30,11.5,46.0
558,IL,Southern IL,2021-07-31,0.0,46.0
559,IL,Southern IL,2021-08-31,0.0,46.0
560,IL,Southern IL,2021-09-30,0.0,46.0
561,IL,Southern IL,2021-10-31,0.0,46.0
562,IL,Southern IL,2021-11-30,0.0,46.0
563,IL,Southern IL,2021-12-31,0.0,46.0
564,IN,Gary-Hammond IN,2021-01-31,0.0,0.0
565,IN,Gary-Hammond IN,2021-02-28,0.0,0.0
566,IN,Gary-Hammond IN,2021-03-31,0.0,0.0
567,IN,Gary-Hammond IN,2021-04-30,0.0,0.0
568,IN,Gary-Hammond IN,2021-05-31,0.0,0.0
569,IN,Gary-Hammond IN,2021-06-30,0.0,0.0
570,IN,Gary-Hammond IN,2021-07-31,0.0,0.0
571,IN,Gary-Hammond IN,2021-08-31,0.0,0.0
572,IN,Gary-Hammond IN,2021-09-30,0.0,0.0
573,IN,Gary-Hammond IN,2021-10-31,0.0,0.0
574,IN,Gary-Hammond IN,2021-11-30,0.0,0.0
575,IN,Gary-Hammond IN,2021-12-31,0.0,0.0
576,IN,Indianapolis IN,2021-01-31,0.0,0.0
577,IN,Indianapolis IN,2021-02-28,0.0,0.0
578,IN,Indianapolis IN,2021-03-31,0.0,0.0
579,IN,Indianapolis IN,2021-04-30,0.0,0.0
580,IN,Indianapolis IN,2021-05-31,0.0,0.0
581,IN,Indianapolis IN,2021-06-30,0.0,0.0
582,IN,Indianapolis IN,2021-07-31,0.0,0.0
583,IN,Indianapolis IN,2021-08-31,0.0,0.0
584,IN,Indianapolis IN,2021-09-30,0.0,0.0
585,IN,Indianapolis IN,2021-10-31,0.0,0.0
586,IN,Indianapolis IN,2021-11-30,0.0,0.0
587,IN,Indianapolis IN,2021-12-31,0.0,0.0
588,IN,Other IN,2021-01-31,0.0,0.0
589,IN,Other IN,2021-02-28,0.0,0.0
590,IN,Other IN,2021-03-31,0.5,0.5
591,IN,Other IN,2021-04-30,0.5,1.0
592,IN,Other IN,2021-05-31,0.5,1.5
593,IN,Other IN,2021-06-30,0.5,2.0
594,IN,Other IN,2021-07-31,0.0,2.0
595,IN,Other IN,2021-08-31,0.0,2.0
596,IN,Other IN,2021-09-30,0.0,2.0
597,IN,Other IN,2021-10-31,0.0,2.0
598,IN,Other IN,2021-11-30,0.0,2.0
599,IN,Other IN,2021-12-31,0.0,2.0
600,KS,Kansas,2021-01-31,0.0,0.0
601,KS,Kansas,2021-02-28,0.0,0.0
602,KS,Kansas,2021-03-31,0.0,0.0
603,KS,Kansas,2021-04-30,0.0,0.0
604,KS,Kansas,2021-05-31,0.0,0.0
605,KS,Kansas,2021-06-30,0.0,0.0
606,KS,Kansas,2021-07-31,0.0,0.0
607,KS,Kansas,2021-08-31,0.0,0.0
608,KS,Kansas,2021-09-30,0.0,0.0
609,KS,Kansas,2021-10-31,0.0,0.0
610,KS,Kansas,2021-11-30,0.0,0.0
611,KS,Kansas,2021-12-31,0.0,0.0
612,KY,Lexington KY,2021-01-31,0.0,0.0
613,KY,Lexington KY,2021-02-28,0.0,0.0
614,KY,Lexington KY,2021-03-31,15.0,15.0
615,KY,Lexington KY,2021-04-30,15.0,30.0
616,KY,Lexington KY,2021-05-31,15.0,45.0
617,KY,Lexington KY,2021-06-30,15.0,60.0
618,KY,Lexington KY,2021-07-31,0.0,60.0
619,KY,Lexington KY,2021-08-31,0.0,60.0
620,KY,Lexington KY,2021-09-30,0.0,60.0
621,KY,Lexington KY,2021-10-31,0.0,60.0
622,KY,Lexington KY,2021-11-30,0.0,60.0
623,KY,Lexington KY,2021-12-31,0.0,60.0
624,KY,Louisville KY,2021-01-31,0.0,0.0
625,KY,Louisville KY,2021-02-28,0.0,0.0
626,KY,Louisville KY,2021-03-31,11.25,11.25
627,KY,Louisville KY,2021-04-30,11.25,22.5
628,KY,Louisville KY,2021-05-31,11.25,33.75
629,KY,Louisville KY,2021-06-30,11.25,45.0
630,KY,Louisville KY,2021-07-31,0.0,45.0
631,KY,Louisville KY,2021-08-31,0.0,45.0
632,KY,Louisville KY,2021-09-30,0.0,45.0
633,KY,Louisville KY,2021-10-31,0.0,45.0
634,KY,Louisville KY,2021-11-30,0.0,45.0
635,KY,Louisville KY,2021-12-31,0.0,45.0
636,KY,Other KY,2021-01-31,0.0,0.0
637,KY,Other KY,2021-02-28,0.0,0.0
638,KY,Other KY,2021-03-31,35.25,35.25
639,KY,Other KY,2021-04-30,35.25,70.5
640,KY,Other KY,2021-05-31,35.25,105.75
641,KY,Other KY,2021-06-30,35.25,141.0
642,KY,Other KY,2021-07-31,0.0,141.0
643,KY,Other KY,2021-08-31,0.0,141.0
644,KY,Other KY,2021-09-30,0.0,141.0
645,KY,Other KY,2021-10-31,0.0,141.0
646,KY,Other KY,2021-11-30,0.0,141.0
647,KY,Other KY,2021-12-31,0.0,141.0
648,LA,Baton Rouge LA,2021-01-31,0.0,0.0
649,LA,Baton Rouge LA,2021-02-28,0.0,0.0
650,LA,Baton Rouge LA,2021-03-31,0.0,0.0
651,LA,Baton Rouge LA,2021-04-30,0.0,0.0
652,LA,Baton Rouge LA,2021-05-31,0.0,0.0
653,LA,Baton Rouge LA,2021-06-30,0.0,0.0
654,LA,Baton Rouge LA,2021-07-31,0.0,0.0
655,LA,Baton Rouge LA,2021-08-31,0.0,0.0
656,LA,Baton Rouge LA,2021-09-30,0.0,0.0
657,LA,Baton Rouge LA,2021-10-31,0.0,0.0
658,LA,Baton Rouge LA,2021-11-30,0.0,0.0
659,LA,Baton Rouge LA,2021-12-31,0.0,0.0
660,LA,New Orleans LA,2021-01-31,0.0,0.0
661,LA,New Orleans LA,2021-02-28,0.0,0.0
662,LA,New Orleans LA,2021-03-31,0.0,0.0
663,LA,New Orleans LA,2021-04-30,0.0,0.0
664,LA,New Orleans LA,2021-05-31,0.0,0.0
665,LA,New Orleans LA,2021-06-30,0.0,0.0
666,LA,New Orleans LA,2021-07-31,0.0,0.0
667,LA,New Orleans LA,2021-08-31,0.0,0.0
668,LA,New Orleans LA,2021-09-30,0.0,0.0
669,LA,New Orleans LA,2021-10-31,0.0,0.0
670,LA,New Orleans LA,2021-11-30,0.0,0.0
671,LA,New Orleans LA,2021-12-31,0.0,0.0
672,LA,Other LA,2021-01-31,0.0,0.0
673,LA,Other LA,2021-02-28,0.0,0.0
674,LA,Other LA,2021-03-31,0.0,0.0
675,LA,Other LA,2021-04-30,0.0,0.0
676,LA,Other LA,2021-05-31,0.0,0.0
677,LA,Other LA,2021-06-30,0.0,0.0
678,LA,Other LA,2021-07-31,0.0,0.0
679,LA,Other LA,2021-08-31,0.0,0.0
680,LA,Other LA,2021-09-30,0.0,0.0
681,LA,Other LA,2021-10-31,0.0,0.0
682,LA,Other LA,2021-11-30,0.0,0.0
683,LA,Other LA,2021-12-31,0.0,0.0
684,MA,Boston MA,2021-01-31,0.0,0.0
685,MA,Boston MA,2021-02-28,0.0,0.0
686,MA,Boston MA,2021-03-31,0.0,0.0
687,MA,Boston MA,2021-04-30,0.0,0.0
688,MA,Boston MA,2021-05-31,0.0,0.0
689,MA,Boston MA,2021-06-30,0.0,0.0
690,MA,Boston MA,2021-07-31,0.0,0.0
691,MA,Boston MA,2021-08-31,0.0,0.0
692,MA,Boston MA,2021-09-30,0.0,0.0
693,MA,Boston MA,2021-10-31,0.0,0.0
694,MA,Boston MA,2021-11-30,0.0,0.0
695,MA,Boston MA,2021-12-31,0.0,0.0
696,MA,Other MA,2021-01-31,0.0,0.0
697,MA,Other MA,2021-02-28,0.0,0.0
698,MA,Other MA,2021-03-31,0.0,0.0
699,MA,Other MA,2021-04-30,0.0,0.0
700,MA,Other MA,2021-05-31,0.0,0.0
701,MA,Other MA,2021-06-30,0.0,0.0
702,MA,Other MA,2021-07-31,0.0,0.0
703,MA,Other MA,2021-08-31,0.0,0.0
704,MA,Other MA,2021-09-30,0.0,0.0
705,MA,Other MA,2021-10-31,0.0,0.0
706,MA,Other MA,2021-11-30,0.0,0.0
707,MA,Other MA,2021-12-31,0.0,0.0
708,MA,Worcester MA,2021-01-31,0.0,0.0
709,MA,Worcester MA,2021-02-28,0.0,0.0
710,MA,Worcester MA,2021-03-31,0.0,0.0
711,MA,Worcester MA,2021-04-30,0.0,0.0
712,MA,Worcester MA,2021-05-31,0.0,0.0
713,MA,Worcester MA,2021-06-30,0.0,0.0
714,MA,Worcester MA,2021-07-31,0.0,0.0
715,MA,Worcester MA,2021-08-31,0.0,0.0
716,MA,Worcester MA,2021-09-30,0.0,0.0
717,MA,Worcester MA,2021-10-31,0.0,0.0
718,MA,Worcester MA,2021-11-30,0.0,0.0
719,MA,Worcester MA,2021-12-31,0.0,0.0
720,MD,Baltimore MD,2021-01-31,0.0,0.0
721,MD,Baltimore MD,2021-02-28,0.0,0.0
722,MD,Baltimore MD,2021-03-31,0.0,0.0
723,MD,Baltimore MD,2021-04-30,0.0,0.0
724,MD,Baltimore MD,2021-05-31,0.0,0.0
725,MD,Baltimore MD,2021-06-30,0.0,0.0
726,MD,Baltimore MD,2021-07-31,0.0,0.0
727,MD,Baltimore MD,2021-08-31,0.0,0.0
728,MD,Baltimore MD,2021-09-30,0.0,0.0
729,MD,Baltimore MD,2021-10-31,0.0,0.0
730,MD,Baltimore MD,2021-11-30,0.0,0.0
731,MD,Baltimore MD,2021-12-31,0.0,0.0
732,MD,Baltimore Suburbs MD,2021-01-31,0.0,0.0
733,MD,Baltimore Suburbs MD,2021-02-28,0.0,0.0
734,MD,Baltimore Suburbs MD,2021-03-31,0.0,0.0
735,MD,Baltimore Suburbs MD,2021-04-30,0.0,0.0
736,MD,Baltimore Suburbs MD,2021-05-31,0.0,0.0
737,MD,Baltimore Suburbs MD,2021-06-30,0.0,0.0
738,MD,Baltimore Suburbs MD,2021-07-31,0.0,0.0
739,MD,Baltimore Suburbs MD,2021-08-31,0.0,0.0
740,MD,Baltimore Suburbs MD,2021-09-30,0.0,0.0
741,MD,Baltimore Suburbs MD,2021-10-31,0.0,0.0
742,MD,Baltimore Suburbs MD,2021-11-30,0.0,0.0
743,MD,Baltimore Suburbs MD,2021-12-31,0.0,0.0
744,MD,Other MD,2021-01-31,0.0,0.0
745,MD,Other MD,2021-02-28,0.0,0.0
746,MD,Other MD,2021-03-31,0.0,0.0
747,MD,Other MD,2021-04-30,0.0,0.0
748,MD,Other MD,2021-05-31,0.0,0.0
749,MD,Other MD,2021-06-30,0.0,0.0
750,MD,Other MD,2021-07-31,0.0,0.0
751,MD,Other MD,2021-08-31,0.0,0.0
752,MD,Other MD,2021-09-30,0.0,0.0
753,MD,Other MD,2021-10-31,0.0,0.0
754,MD,Other MD,2021-11-30,0.0,0.0
755,MD,Other MD,2021-12-31,0.0,0.0
756,ME,Maine,2021-01-31,0.0,0.0
757,ME,Maine,2021-02-28,0.0,0.0
758,ME,Maine,2021-03-31,0.0,0.0
759,ME,Maine,2021-04-30,0.0,0.0
760,ME,Maine,2021-05-31,0.0,0.0
761,ME,Maine,2021-06-30,0.0,0.0
762,ME,Maine,2021-07-31,0.0,0.0
763,ME,Maine,2021-08-31,0.0,0.0
764,ME,Maine,2021-09-30,0.0,0.0
765,ME,Maine,2021-10-31,0.0,0.0
766,ME,Maine,2021-11-30,0.0,0.0
767,ME,Maine,2021-12-31,0.0,0.0
768,MI,Detroit MI,2021-01-31,0.0,0.0
769,MI,Detroit MI,2021-02-28,0.0,0.0
770,MI,Detroit MI,2021-03-31,0.0,0.0
771,MI,Detroit MI,2021-04-30,0.0,0.0
772,MI,Detroit MI,2021-05-31,0.0,0.0
773,MI,Detroit MI,2021-06-30,0.0,0.0
774,MI,Detroit MI,2021-07-31,0.0,0.0
775,MI,Detroit MI,2021-08-31,0.0,0.0
776,MI,Detroit MI,2021-09-30,0.0,0.0
777,MI,Detroit MI,2021-10-31,0.0,0.0
778,MI,Detroit MI,2021-11-30,0.0,0.0
779,MI,Detroit MI,2021-12-31,0.0,0.0
780,MI,Other MI,2021-01-31,0.0,0.0
781,MI,Other MI,2021-02-28,0.0,0.0
782,MI,Other MI,2021-03-31,0.0,0.0
783,MI,Other MI,2021-04-30,0.0,0.0
784,MI,Other MI,2021-05-31,0.0,0.0
785,MI,Other MI,2021-06-30,0.0,0.0
786,MI,Other MI,2021-07-31,0.0,0.0
787,MI,Other MI,2021-08-31,0.0,0.0
788,MI,Other MI,2021-09-30,0.0,0.0
789,MI,Other MI,2021-10-31,0.0,0.0
790,MI,Other MI,2021-11-30,0.0,0.0
791,MI,Other MI,2021-12-31,0.0,0.0
792,MI,Southwest MI,2021-01-31,0.0,0.0
793,MI,Southwest MI,2021-02-28,0.0,0.0
794,MI,Southwest MI,2021-03-31,0.0,0.0
795,MI,Southwest MI,2021-04-30,0.0,0.0
796,MI,Southwest MI,2021-05-31,0.0,0.0
797,MI,Southwest MI,2021-06-30,0.0,0.0
798,MI,Southwest MI,2021-07-31,0.0,0.0
799,MI,Southwest MI,2021-08-31,0.0,0.0
800,MI,Southwest MI,2021-09-30,0.0,0.0
801,MI,Southwest MI,2021-10-31,0.0,0.0
802,MI,Southwest MI,2021-11-30,0.0,0.0
803,MI,Southwest MI,2021-12-31,0.0,0.0
804,MN,Minneapolis-St Paul MN,2021-01-31,0.0,0.0
805,MN,Minneapolis-St Paul MN,2021-02-28,0.0,0.0
806,MN,Minneapolis-St Paul MN,2021-03-31,0.0,0.0
807,MN,Minneapolis-St Paul MN,2021-04-30,0.0,0.0
808,MN,Minneapolis-St Paul MN,2021-05-31,0.0,0.0
809,MN,Minneapolis-St Paul MN,2021-06-30,0.0,0.0
810,MN,Minneapolis-St Paul MN,2021-07-31,0.0,0.0
811,MN,Minneapolis-St Paul MN,2021-08-31,0.0,0.0
812,MN,Minneapolis-St Paul MN,2021-09-30,0.0,0.0
813,MN,Minneapolis-St Paul MN,2021-10-31,0.0,0.0
814,MN,Minneapolis-St Paul MN,2021-11-30,0.0,0.0
815,MN,Minneapolis-St Paul MN,2021-12-31,0.0,0.0
816,MN,Other MN,2021-01-31,0.0,0.0
817,MN,Other MN,2021-02-28,0.0,0.0
818,MN,Other MN,2021-03-31,0.0,0.0
819,MN,Other MN,2021-04-30,0.0,0.0
820,MN,Other MN,2021-05-31,0.0,0.0
821,MN,Other MN,2021-06-30,0.0,0.0
822,MN,Other MN,2021-07-31,0.0,0.0
823,MN,Other MN,2021-08-31,0.0,0.0
824,MN,Other MN,2021-09-30,0.0,0.0
825,MN,Other MN,2021-10-31,0.0,0.0
826,MN,Other MN,2021-11-30,0.0,0.0
827,MN,Other MN,2021-12-31,0.0,0.0
828,MO,Kansas City MO,2021-01-31,0.0,0.0
829,MO,Kansas City MO,2021-02-28,0.0,0.0
830,MO,Kansas City MO,2021-03-31,0.0,0.0
831,MO,Kansas City MO,2021-04-30,0.0,0.0
832,MO,Kansas City MO,2021-05-31,0.0,0.0
833,MO,Kansas City MO,2021-06-30,0.0,0.0
834,MO,Kansas City MO,2021-07-31,0.0,0.0
835,MO,Kansas City MO,2021-08-31,0.0,0.0
836,MO,Kansas City MO,2021-09-30,0.0,0.0
837,MO,Kansas City MO,2021-10-31,0.0,0.0
838,MO,Kansas City MO,2021-11-30,0.0,0.0
839,MO,Kansas City MO,2021-12-31,0.0,0.0
840,MO,Other MO,2021-01-31,0.0,0.0
841,MO,Other MO,2021-02-28,0.0,0.0
842,MO,Other MO,2021-03-31,0.0,0.0
843,MO,Other MO,2021-04-30,0.0,0.0
844,MO,Other MO,2021-05-31,0.0,0.0
845,MO,Other MO,2021-06-30,0.0,0.0
846,MO,Other MO,2021-07-31,0.0,0.0
847,MO,Other MO,2021-08-31,0.0,0.0
848,MO,Other MO,2021-09-30,0.0,0.0
849,MO,Other MO,2021-10-31,0.0,0.0
850,MO,Other MO,2021-11-30,0.0,0.0
851,MO,Other MO,2021-12-31,0.0,0.0
852,MO,St Louis MO,2021-01-31,0.0,0.0
853,MO,St Louis MO,2021-02-28,0.0,0.0
854,MO,St Louis MO,2021-03-31,0.5,0.5
855,MO,St Louis MO,2021-04-30,0.5,1.0
856,MO,St Louis MO,2021-05-31,0.5,1.5
857,MO,St Louis MO,2021-06-30,0.5,2.0
858,MO,St Louis MO,2021-07-31,0.0,2.0
859,MO,St Louis MO,2021-08-31,0.0,2.0
860,MO,St Louis MO,2021-09-30,0.0,2.0
861,MO,St Louis MO,2021-10-31,0.0,2.0
862,MO,St Louis MO,2021-11-30,0.0,2.0
863,MO,St Louis MO,2021-12-31,0.0,2.0
864,MS,Jackson MS,2021-01-31,0.0,0.0
865,MS,Jackson MS,2021-02-28,0.0,0.0
866,MS,Jackson MS,2021-03-31,0.0,0.0
867,MS,Jackson MS,2021-04-30,0.0,0.0
868,MS,Jackson MS,2021-05-31,0.0,0.0
869,MS,Jackson MS,2021-06-30,0.0,0.0
870,MS,Jackson MS,2021-07-31,0.0,0.0
871,MS,Jackson MS,2021-08-31,0.0,0.0
872,MS,Jackson MS,2021-09-30,0.0,0.0
873,MS,Jackson MS,2021-10-31,0.0,0.0
874,MS,Jackson MS,2021-11-30,0.0,0.0
875,MS,Jackson MS,2021-12-31,0.0,0.0
876,MS,Other MS,2021-01-31,0.0,0.0
877,MS,Other MS,2021-02-28,0.0,0.0
878,MS,Other MS,2021-03-31,0.0,0.0
879,MS,Other MS,2021-04-30,0.0,0.0
880,MS,Other MS,2021-05-31,0.0,0.0
881,MS,Other MS,2021-06-30,0.0,0.0
882,MS,Other MS,2021-07-31,0.0,0.0
883,MS,Other MS,2021-08-31,0.0,0.0
884,MS,Other MS,2021-09-30,0.0,0.0
885,MS,Other MS,2021-10-31,0.0,0.0
886,MS,Other MS,2021-11-30,0.0,0.0
887,MS,Other MS,2021-12-31,0.0,0.0
888,MT,Montana,2021-01-31,0.0,0.0
889,MT,Montana,2021-02-28,0.0,0.0
890,MT,Montana,2021-03-31,0.0,0.0
891,MT,Montana,2021-04-30,0.0,0.0
892,MT,Montana,2021-05-31,0.0,0.0
893,MT,Montana,2021-06-30,0.0,0.0
894,MT,Montana,2021-07-31,0.0,0.0
895,MT,Montana,2021-08-31,0.0,0.0
896,MT,Montana,2021-09-30,0.0,0.0
897,MT,Montana,2021-10-31,0.0,0.0
898,MT,Montana,2021-11-30,0.0,0.0
899,MT,Montana,2021-12-31,0.0,0.0
900,NC,Charlotte NC,2021-01-31,0.0,0.0
901,NC,Charlotte NC,2021-02-28,0.0,0.0
902,NC,Charlotte NC,2021-03-31,0.0,0.0
903,NC,Charlotte NC,2021-04-30,0.0,0.0
904,NC,Charlotte NC,2021-05-31,0.0,0.0
905,NC,Charlotte NC,2021-06-30,0.0,0.0
906,NC,Charlotte NC,2021-07-31,0.0,0.0
907,NC,Charlotte NC,2021-08-31,0.0,0.0
908,NC,Charlotte NC,2021-09-30,0.0,0.0
909,NC,Charlotte NC,2021-10-31,0.0,0.0
910,NC,Charlotte NC,2021-11-30,0.0,0.0
911,NC,Charlotte NC,2021-12-31,0.0,0.0
912,NC,Greensboro-Winston-Salem NC,2021-01-31,0.0,0.0
913,NC,Greensboro-Winston-Salem NC,2021-02-28,0.0,0.0
914,NC,Greensboro-Winston-Salem NC,2021-03-31,0.0,0.0
915,NC,Greensboro-Winston-Salem NC,2021-04-30,0.0,0.0
916,NC,Greensboro-Winston-Salem NC,2021-05-31,0.0,0.0
917,NC,Greensboro-Winston-Salem NC,2021-06-30,0.0,0.0
918,NC,Greensboro-Winston-Salem NC,2021-07-31,0.0,0.0
919,NC,Greensboro-Winston-Salem NC,2021-08-31,0.0,0.0
920,NC,Greensboro-Winston-Salem NC,2021-09-30,0.0,0.0
921,NC,Greensboro-Winston-Salem NC,2021-10-31,0.0,0.0
922,NC,Greensboro-Winston-Salem NC,2021-11-30,0.0,0.0
923,NC,Greensboro-Winston-Salem NC,2021-12-31,0.0,0.0
924,NC,Other NC,2021-01-31,0.0,0.0
925,NC,Other NC,2021-02-28,0.0,0.0
926,NC,Other NC,2021-03-31,0.0,0.0
927,NC,Other NC,2021-04-30,0.0,0.0
928,NC,Other NC,2021-05-31,0.0,0.0
929,NC,Other NC,2021-06-30,0.0,0.0
930,NC,Other NC,2021-07-31,0.0,0.0
931,NC,Other NC,2021-08-31,0.0,0.0
932,NC,Other NC,2021-09-30,0.0,0.0
933,NC,Other NC,2021-10-31,0.0,0.0
934,NC,Other NC,2021-11-30,0.0,0.0
935,NC,Other NC,2021-12-31,0.0,0.0
936,NC,Raleigh-Durham NC,2021-01-31,0.0,0.0
937,NC,Raleigh-Durham NC,2021-02-28,0.0,0.0
938,NC,Raleigh-Durham NC,2021-03-31,0.0,0.0
939,NC,Raleigh-Durham NC,2021-04-30,0.0,0.0
940,NC,Raleigh-Durham NC,2021-05-31,0.0,0.0
941,NC,Raleigh-Durham NC,2021-06-30,0.0,0.0
942,NC,Raleigh-Durham NC,2021-07-31,0.0,0.0
943,NC,Raleigh-Durham NC,2021-08-31,0.0,0.0
944,NC,Raleigh-Durham NC,2021-09-30,0.0,0.0
945,NC,Raleigh-Durham NC,2021-10-31,0.0,0.0
946,NC,Raleigh-Durham NC,2021-11-30,0.0,0.0
947,NC,Raleigh-Durham NC,2021-12-31,0.0,0.0
948,ND,North Dakota,2021-01-31,0.0,0.0
949,ND,North Dakota,2021-02-28,0.0,0.0
950,ND,North Dakota,2021-03-31,0.0,0.0
951,ND,North Dakota,2021-04-30,0.0,0.0
952,ND,North Dakota,2021-05-31,0.0,0.0
953,ND,North Dakota,2021-06-30,0.0,0.0
954,ND,North Dakota,2021-07-31,0.0,0.0
955,ND,North Dakota,2021-08-31,0.0,0.0
956,ND,North Dakota,2021-09-30,0.0,0.0
957,ND,North Dakota,2021-10-31,0.0,0.0
958,ND,North Dakota,2021-11-30,0.0,0.0
959,ND,North Dakota,2021-12-31,0.0,0.0
960,NE,Nebraska,2021-01-31,0.0,0.0
961,NE,Nebraska,2021-02-28,0.0,0.0
962,NE,Nebraska,2021-03-31,0.0,0.0
963,NE,Nebraska,2021-04-30,0.0,0.0
964,NE,Nebraska,2021-05-31,0.0,0.0
965,NE,Nebraska,2021-06-30,0.0,0.0
966,NE,Nebraska,2021-07-31,0.0,0.0
967,NE,Nebraska,2021-08-31,0.0,0.0
968,NE,Nebraska,2021-09-30,0.0,0.0
969,NE,Nebraska,2021-10-31,0.0,0.0
970,NE,Nebraska,2021-11-30,0.0,0.0
971,NE,Nebraska,2021-12-31,0.0,0.0
972,NH,New Hampshire,2021-01-31,0.0,0.0
973,NH,New Hampshire,2021-02-28,0.0,0.0
974,NH,New Hampshire,2021-03-31,0.0,0.0
975,NH,New Hampshire,2021-04-30,0.0,0.0
976,NH,New Hampshire,2021-05-31,0.0,0.0
977,NH,New Hampshire,2021-06-30,0.0,0.0
978,NH,New Hampshire,2021-07-31,0.0,0.0
979,NH,New Hampshire,2021-08-31,0.0,0.0
980,NH,New Hampshire,2021-09-30,0.0,0.0
981,NH,New Hampshire,2021-10-31,0.0,0.0
982,NH,New Hampshire,2021-11-30,0.0,0.0
983,NH,New Hampshire,2021-12-31,0.0,0.0
984,NJ,Atlantic City NJ,2021-01-31,0.0,0.0
985,NJ,Atlantic City NJ,2021-02-28,0.0,0.0
986,NJ,Atlantic City NJ,2021-03-31,0.0,0.0
987,NJ,Atlantic City NJ,2021-04-30,0.0,0.0
988,NJ,Atlantic City NJ,2021-05-31,0.0,0.0
989,NJ,Atlantic City NJ,2021-06-30,0.0,0.0
990,NJ,Atlantic City NJ,2021-07-31,0.0,0.0
991,NJ,Atlantic City NJ,2021-08-31,0.0,0.0
992,NJ,Atlantic City NJ,2021-09-30,0.0,0.0
993,NJ,Atlantic City NJ,2021-10-31,0.0,0.0
994,NJ,Atlantic City NJ,2021-11-30,0.0,0.0
995,NJ,Atlantic City NJ,2021-12-31,0.0,0.0
996,NJ,Jersey City-Newark NJ,2021-01-31,0.0,0.0
